OBJECTID,DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA
28,2020/04/03 00:00:00+00,Testing,6438,,902,21,235,Hospitals,,88,432,198,234,,,,Public Safety - FEMS,25,,,148,173,165,Public Safety - MPD,17,,,195,213,194,,Public Safety - DOC - Personnel,3,,,137,140,1,,Public Safety - DOC -Residents,12,,,129,,,,Public Safety - DYRS - Personnel,3,,,53,56,8,,Public Safety - DYRS -Residents,2,,,7,9,7,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,12,70,59,,Saint Elizabeths Hospital (SEH-Personnel) ,9,39,48,,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),5,124,,,1,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
29,2020/04/04 00:00:00+00,Testing,6834,,998,22,258,Hospitals,,87,432,178,254,,,,Public Safety - FEMS,32,,,156,188,176,Public Safety - MPD,21,,,203,224,203,,Public Safety - DOC - Personnel,4,,,137,141,1,,Public Safety - DOC -Residents,14,,,126,,,,Public Safety - DYRS - Personnel,2,,,53,55,8,,Public Safety - DYRS -Residents,3,,,6,9,7,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,15,97,83,,Saint Elizabeths Hospital (SEH-Personnel) ,14,53,53,,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),6,95,,,1,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
30,2020/04/05 00:00:00+00,Testing,7453,,1097,24,287,Hospitals,,69,432,177,255,,,,Public Safety - FEMS,33,,,196,196,179,Public Safety - MPD,23,,,212,235,204,,Public Safety - DOC - Personnel,4,,,137,141,1,,Public Safety - DOC -Residents,18,,,153,,,,Public Safety - DYRS - Personnel,3,,,66,69,8,,Public Safety - DYRS -Residents,3,,,6,9,7,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,17,101,77,,Saint Elizabeths Hospital (SEH-Personnel) ,14,53,53,,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),7,95,,,1,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
31,2020/04/06 00:00:00+00,Testing,7823,,1211,22,318,Hospitals,,104,432,177,255,,,,Public Safety - FEMS,34,,,216,250,179,Public Safety - MPD,26,,,264,290,203,,Public Safety - DOC - Personnel,5,,,196,201,2,,Public Safety - DOC -Residents,20,,,232,,,,Public Safety - DYRS - Personnel,4,,,66,70,8,,Public Safety - DYRS -Residents,3,,,6,9,0,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,19,107,93,,Saint Elizabeths Hospital (SEH-Personnel) ,19,61,61,,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),9,119,,,1,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
32,2020/04/07 00:00:00+00,Testing,8283,,1440,27,361,Hospitals,,107,438,200,238,,,,Public Safety - FEMS,40,,,197,237,244,Public Safety - MPD,31,,,284,315,223,,Public Safety - DOC - Personnel,7,,,212,,8,,Public Safety - DOC -Residents,28,,,230,,,,Public Safety - DYRS - Personnel,4,,,73,77,8,,Public Safety - DYRS -Residents,3,,,6,9,0,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,19,152,140,,Saint Elizabeths Hospital (SEH-Personnel) ,22,69,69,1,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),11,142,,,1,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
33,2020/04/08 00:00:00+00,Testing,8724,,1523,32,393,Hospitals,,105,440,206,234,,,,Public Safety - FEMS,49,,,207,248,270,Public Safety - MPD,36,,,289,325,247,,Public Safety - DOC - Personnel,11,,,201,208,8,,Public Safety - DOC -Residents,37,,,230,,,,Public Safety - DYRS - Personnel,4,,,87,91,8,,Public Safety - DYRS -Residents,3,,,6,9,0,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,22,155,145,,Saint Elizabeths Hospital (SEH-Personnel) ,29,73,73,1,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),14,142,,,1,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
34,2020/04/09 00:00:00+00,Testing,9355,,1660,38,426,Hospitals,,110,440,208,232,,,,Public Safety - FEMS,39,,,230,269,300,Public Safety - MPD,35,,,270,305,299,,Public Safety - DOC - Personnel,11,,,190,201,14,,Public Safety - DOC -Residents,33,,,230,,,,Public Safety - DYRS - Personnel,5,,,87,92,8,,Public Safety - DYRS -Residents,4,,,7,11,0,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,22,161,145,,Saint Elizabeths Hospital (SEH-Personnel) ,30,73,73,2,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),15,142,,,1,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
35,2020/04/10 00:00:00+00,Testing,10039,,1778,47,447,Hospitals,,95,441,210,231,,,,Public Safety - FEMS,56,44,12,205,249,323,Public Safety - MPD,51,47,4,262,309,330,,Public Safety - DOC - Personnel,15,,,159,174,27,,Public Safety - DOC -Residents,47,38,9,224,262,,,Public Safety - DYRS - Personnel,6,,,81,87,8,,Public Safety - DYRS -Residents,4,,,3,7,0,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,27,189,187,,Saint Elizabeths Hospital (SEH-Personnel) ,33,77,77,2,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),17,144,,,2,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
36,2020/04/11 00:00:00+00,Testing,10640,,1875,50,493,Hospitals,,121,442,215,227,,,,Public Safety - FEMS,58,44,14,183,227,353,Public Safety - MPD,51,46,5,224,290,364,,Public Safety - DOC - Personnel,15,15,0,159,174,27,,Public Safety - DOC -Residents,52,43,9,224,267,9,,Public Safety - DYRS - Personnel,5,5,0,87,92,8,,Public Safety - DYRS -Residents,4,4,0,4,8,,0,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,34,222,202,,Saint Elizabeths Hospital (SEH-Personnel) ,38,33,71,9,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),21,123,144,,2,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
37,2020/04/12 00:00:00+00,Testing,10934,,1955,52,507,Hospitals,,105,444,218,226,,,,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,48,248,248,,Saint Elizabeths Hospital (SEH-Personnel) ,38,33,71,9,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),21,144,144,,2,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
38,2020/04/13 00:00:00+00,Testing,11284,,2058,67,518,Hospitals,,94,442,212,230,,,,Public Safety - FEMS,65,50,15,102,152,403,Public Safety - MPD,58,52,6,236,288,395,,Public Safety - DOC - Personnel,18,18,0,167,185,36,,Public Safety - DOC -Residents,53,44,9,385,429,9,,Public Safety - DYRS - Personnel,7,6,0,81,87,8,,Public Safety - DYRS -Residents,4,3,1,3,6,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,62,258,225,,Saint Elizabeths Hospital (SEH-Personnel) ,43,23,66,9,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),28,105,105,2,,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
39,2020/04/14 00:00:00+00,Testing,11525,,2197,72,530,Hospitals,,89,441,212,229,,,,Public Safety - FEMS,67,37,30,100,137,446,Public Safety - MPD,59,52,7,169,221,446,,Public Safety - DOC - Personnel,18,18,0,167,185,36,,Public Safety - DOC -Residents,56,23,32,429,452,32,1,Public Safety - DYRS - Personnel,9,9,0,70,79,35,1,Public Safety - DYRS -Residents,4,3,1,4,7,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,76,284,229,4,Saint Elizabeths Hospital (SEH-Personnel) ,47,23,70,9,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),28,105,105,2,4,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
40,2020/04/15 00:00:00+00,Testing,12150,,2350,81,552,Hospitals,,101,443,203,240,,,,Public Safety - FEMS,68,36,32,91,127,476,Public Safety - MPD,68,58,10,178,236,496,,Public Safety - DOC - Personnel,19,19,0,149,168,53,,Public Safety - DOC -Residents,62,21,40,414,435,40,1,Public Safety - DYRS - Personnel,10,9,0,62,71,40,1,Public Safety - DYRS -Residents,6,5,1,0,5,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,77,301,257,4,Saint Elizabeths Hospital (SEH-Personnel) ,47,24,71,19,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),32,105,105,2,4,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
41,2020/04/16 00:00:00+00,Testing,12643,,2476,86,573,Hospitals,,98,443,204,239,,,,Public Safety - FEMS,74,41,33,119,119,502,Public Safety - MPD,74,57,17,139,196,559,,Public Safety - DOC - Personnel,20,20,0,149,168,53,,Public Safety - DOC -Residents,65,22,43,512,534,43,1,Public Safety - DYRS - Personnel,13,12,0,63,75,46,1,Public Safety - DYRS -Residents,7,6,1,0,6,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,88,282,262,5,Saint Elizabeths Hospital (SEH-Personnel) ,51,31,82,22,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),33,74,74,2,4,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
42,2020/04/17 00:00:00+00,Testing,13268,,2666,91,608,Hospitals,,87,443,205,238,,,,Public Safety - FEMS,74,41,33,96,137,519,Public Safety - MPD,76,59,17,144,203,571,,Public Safety - DOC - Personnel,23,20,3,147,167,54,,Public Safety - DOC -Residents,75,31,43,505,536,43,1,Public Safety - DYRS - Personnel,14,14,0,64,77,50,1,Public Safety - DYRS -Residents,8,7,1,10,16,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,92,268,255,5,Saint Elizabeths Hospital (SEH-Personnel) ,54,31,85,22,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),36,74,74,2,4,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
43,2020/04/18 00:00:00+00,Testing,13699,,2793,96,622,Hospitals,,80,443,203,240,,,,Public Safety - FEMS,76,43,33,93,136,528,Public Safety - MPD,81,60,21,136,196,580,,Public Safety - DOC - Personnel,26,18,7,134,152,63,1,Public Safety - DOC -Residents,82,31,50,849,880,50,1,Public Safety - DYRS - Personnel,14,13,0,64,77,50,1,Public Safety - DYRS -Residents,8,7,1,11,17,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,94,280,243,6,Saint Elizabeths Hospital (SEH-Personnel) ,56,26,82,22,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),36,74,74,2,4,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
44,2020/04/19 00:00:00+00,Testing,14113,,2927,105,630,Hospitals,,77,444,198,246,,,,Public Safety - FEMS,76,39,37,100,139,544,Public Safety - MPD,82,61,21,135,196,580,,Public Safety - DOC - Personnel,25,18,7,134,152,63,1,Public Safety - DOC -Residents,90,40,50,840,880,50,1,Public Safety - DYRS - Personnel,14,13,0,64,77,50,1,Public Safety - DYRS -Residents,9,8,1,11,19,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,107,227,227,6,Saint Elizabeths Hospital (SEH-Personnel) ,57,26,83,22,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),37,74,74,2,4,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
45,2020/04/20 00:00:00+00,Testing,14939,,3098,112,636,Hospitals,,84,444,198,246,,,,Public Safety - FEMS,77,40,37,91,131,561,Public Safety - MPD,84,62,22,124,186,583,,Public Safety - DOC - Personnel,27,19,7,125,144,95,1,Public Safety - DOC -Residents,96,44,52,954,998,52,1,Public Safety - DYRS - Personnel,18,16,1,60,76,57,1,Public Safety - DYRS -Residents,9,8,1,36,44,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,121,243,222,7,Saint Elizabeths Hospital (SEH-Personnel) ,59,30,89,22,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),41,33,33,2,5,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
46,2020/04/21 00:00:00+00,Testing,15502,,3206,127,645,Hospitals,,91,444,200,244,,,,Public Safety - FEMS,77,40,37,103,143,589,Public Safety - MPD,86,61,25,109,170,640,,Public Safety - DOC - Personnel,27,19,7,126,145,100,1,Public Safety - DOC -Residents,99,45,52,1014,1059,53,1,Public Safety - DYRS - Personnel,19,16,2,49,66,68,1,Public Safety - DYRS -Residents,9,8,1,38,46,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,131,253,236,7,Saint Elizabeths Hospital (SEH-Personnel) ,66,23,85,77,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),41,29,29,2,6,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
47,2020/04/22 00:00:00+00,Testing,15930,,3361,139,648,Hospitals,,85,444,200,244,,,,Public Safety - FEMS,80,43,37,116,159,615,Public Safety - MPD,89,56,33,102,158,670,,Public Safety - DOC - Personnel,29,21,7,124,145,104,1,Public Safety - DOC -Residents,104,46,56,976,1022,56,1,Public Safety - DYRS - Personnel,20,16,3,45,61,71,1,Public Safety - DYRS -Residents,9,8,1,41,49,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,144,247,227,8,Saint Elizabeths Hospital (SEH-Personnel) ,68,21,89,91,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),42,30,30,2,6,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
48,2020/04/23 00:00:00+00,Testing,16533,,3528,153,651,Hospitals,,113,513,248,265,,,,Public Safety - FEMS,81,31,50,135,166,634,Public Safety - MPD,89,52,37,86,138,697,,Public Safety - DOC - Personnel,30,22,8,114,136,115,1,Public Safety - DOC -Residents,110,47,62,971,1018,65,1,Public Safety - DYRS - Personnel,21,17,4,37,54,83,1,Public Safety - DYRS -Residents,9,8,1,41,49,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,145,253,213,9,Saint Elizabeths Hospital (SEH-Personnel) ,68,23,91,91,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),41,29,29,2,6,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
49,2020/04/24 00:00:00+00,Testing,17302,,3699,165,652,Hospitals,,113,513,248,265,,,,Public Safety - FEMS,86,35,51,118,153,643,Public Safety - MPD,90,50,40,80,130,713,,Public Safety - DOC - Personnel,37,29,0,32,61,119,1,Public Safety - DOC -Residents,112,49,62,808,857,223,1,Public Safety - DYRS - Personnel,22,4,4,37,41,84,1,Public Safety - DYRS -Residents,9,8,1,41,49,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,148,248,232,9,Saint Elizabeths Hospital (SEH-Personnel) ,68,21,89,93,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),46,29,29,2,6,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
50,2020/04/25 00:00:00+00,Testing,18068,,3841,178,657,Hospitals,,113,440,201,239,,,,Public Safety - FEMS,87,36,51,172,208,659,Public Safety - MPD,90,50,40,80,130,713,,Public Safety - DOC - Personnel,37,29,0,32,61,119,1,Public Safety - DOC -Residents,121,54,68,792,846,244,1,Public Safety - DYRS - Personnel,22,17,4,37,55,84,1,Public Safety - DYRS -Residents,9,8,1,40,48,0,1,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,152,248,244,9,Saint Elizabeths Hospital (SEH-Personnel) ,69,21,89,93,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),46,29,34,2,8,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
51,2020/04/26 00:00:00+00,Testing,18416,,3892,185,659,Hospitals,,113,440,201,239,,,,Public Safety - FEMS,87,36,52,180,216,666,Public Safety - MPD,90,50,40,80,110,713,,Public Safety - DOC - Personnel,37,29,7,32,61,119,1,Public Safety - DOC -Residents,125,52,72,794,846,248,1,Public Safety - DYRS - Personnel,22,17,4,37,54,84,1,Public Safety - DYRS -Residents,9,8,1,39,48,0,0,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,154,257,216,9,Saint Elizabeths Hospital (SEH-Personnel) ,69,21,89,93,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),48,29,,2,9,Human Services - DDS,,,,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
52,2020/04/27 00:00:00+00,Testing,18885,,3994,190,660,Hospitals,,136,440,206,234,,,,Public Safety - FEMS,87,30,57,183,213,672,Public Safety - MPD,92,48,44,68,116,743,,Public Safety - DOC - Personnel,45,35,9,34,69,123,1,Public Safety - DOC -Residents,127,51,75,852,903,251,1,Public Safety - DYRS - Personnel,24,19,4,34,53,88,1,Public Safety - DYRS -Residents,9,8,1,39,47,0,0,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,158,249,210,9,Saint Elizabeths Hospital (SEH-Personnel) ,69,11,80,110,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),48,29,,2,9,Human Services - DDS,112,5,16,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
53,2020/04/28 00:00:00+00,Testing,19229,,4106,205,660,Hospitals,345,136,440,206,234,,,,Public Safety - FEMS,88,31,57,203,234,687,Public Safety - MPD,92,41,51,64,105,776,,Public Safety - DOC - Personnel,49,39,13,36,75,174,1,Public Safety - DOC -Residents,131,45,85,810,855,300,1,Public Safety - DYRS - Personnel,25,20,5,33,53,94,1,Public Safety - DYRS -Residents,9,8,1,39,47,0,0,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,162,256,205,9,Saint Elizabeths Hospital (SEH-Personnel) ,71,24,80,112,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),55,43,17,2,9,Human Services - DDS,121,8,16,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
54,2020/04/29 00:00:00+00,Testing,20079,,4323,224,660,Hospitals,345,89,440,245,195,,,,Public Safety - FEMS,93,36,57,187,223,706,Public Safety - MPD,96,42,54,69,111,784,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,135,36,86,794,830,527,1,Public Safety - DYRS - Personnel,25,20,5,33,53,85,1,Public Safety - DYRS -Residents,9,8,1,40,48,0,0,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,164,271,250,9,Saint Elizabeths Hospital (SEH-Personnel) ,71,27,98,113,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),66,50,,2,9,Human Services - DDS,130,10,17,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
55,2020/04/30 00:00:00+00,Testing,21135,,4658,231,666,Hospitals,345,107,440,242,198,,,,Public Safety - FEMS,94,37,57,201,238,722,Public Safety - MPD,100,45,55,67,112,798,,Public Safety - DOC - Personnel,54,38,13,,,174,1,Public Safety - DOC -Residents,140,49,88,860,910,440,1,Public Safety - DYRS - Personnel,26,20,5,35,55,85,1,Public Safety - DYRS -Residents,10,9,1,40,49,0,0,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,177,286,268,9,Saint Elizabeths Hospital (SEH-Personnel) ,72,27,99,113,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),66,50,127,2,10,Human Services - DDS,135,11,17,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
56,2020/05/01 00:00:00+00,Testing,22004,,4797,240,666,Hospitals,345,66,440,241,199,,,,Public Safety - FEMS,95,35,60,214,29,737,Public Safety - MPD,101,46,55,66,112,809,,Public Safety - DOC - Personnel,61,44,16,36,80,187,1,Public Safety - DOC -Residents,144,52,89,844,896,452,1,Public Safety - DYRS - Personnel,26,19,6,33,52,98,1,Public Safety - DYRS -Residents,10,9,1,40,49,0,0,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,202,296,282,9,Saint Elizabeths Hospital (SEH-Personnel) ,73,23,96,127,,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),68,50,,2,10,Human Services - DDS,137,14,18,Human Services - CFSA,,,,,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
